Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-07; 	 15:44:45; 	Start quantity; 	-3393;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	58;
2020-05-07; 	 15:44:45; 	Current quantity; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	58;
2020-05-07; 	 15:44:50; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	59;
2020-05-07; 	 15:50:39; 	R dispensed; 	13.63;	 R; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	59;
2020-05-07; 	 15:50:39; 	g dispensed; 	409.0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	59;
2020-05-07; 	 15:50:39; 	Start quantity; 	-315;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	59;
2020-05-07; 	 15:50:39; 	Current quantity; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	59;
2020-05-07; 	 15:50:48; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	60;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-07; 	 15:51:58; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	61;
2020-05-07; 	 15:56:09; 	R dispensed; 	0;	 R; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	61;
2020-05-07; 	 15:56:09; 	g dispensed; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	61;
2020-05-07; 	 15:56:09; 	Start quantity; 	-2943;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	61;
2020-05-07; 	 15:56:09; 	Current quantity; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	61;
2020-05-07; 	 15:56:11; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	62;
2020-05-07; 	 15:57:49; 	R dispensed; 	27.10;	 R; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	62;
2020-05-07; 	 15:57:49; 	g dispensed; 	813.0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	62;
2020-05-07; 	 15:57:49; 	Start quantity; 	-849;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	62;
2020-05-07; 	 15:57:49; 	Current quantity; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	62;
2020-05-07; 	 15:57:51; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	63;
2020-05-07; 	 15:58:21; 	R dispensed; 	0;	 R; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	63;
2020-05-07; 	 15:58:21; 	g dispensed; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	63;
2020-05-07; 	 15:58:21; 	Start quantity; 	-1665;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	63;
2020-05-07; 	 15:58:21; 	Current quantity; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	63;
2020-05-07; 	 15:58:23; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	64;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-07; 	 15:58:53; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	65;
2020-05-08; 	 09:47:55; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	66;
2020-05-08; 	 09:48:09; 	R dispensed; 	1.69;	 R; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	66;
2020-05-08; 	 09:48:09; 	g dispensed; 	51.0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	66;
2020-05-08; 	 09:48:09; 	Start quantity; 	-829;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	66;
2020-05-08; 	 09:48:09; 	Current quantity; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	66;
2020-05-08; 	 09:48:22; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	67;
2020-05-08; 	 09:49:02; 	R dispensed; 	0;	 R; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	67;
2020-05-08; 	 09:49:02; 	g dispensed; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	67;
2020-05-08; 	 09:49:02; 	Start quantity; 	-572;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	67;
2020-05-08; 	 09:49:02; 	Current quantity; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	67;
2020-05-08; 	 09:49:12; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	68;
2020-05-08; 	 09:49:30; 	R dispensed; 	14.46;	 R; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	68;
2020-05-08; 	 09:49:30; 	g dispensed; 	434.0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	68;
2020-05-08; 	 09:49:30; 	Start quantity; 	-449;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	68;
2020-05-08; 	 09:49:30; 	Current quantity; 	0;	 g; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	68;
2020-05-08; 	 09:55:51; 	START; 	-; 	-; 	cpt1nut1d6;	Nude Foods;	Cape Town;	Nuts;	69;
