Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 14:52:57; 	R dispensed; 	97.28;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	254;
2020-05-24; 	 14:52:57; 	g dispensed; 	382;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	254;
2020-05-24; 	 14:54:01; 	R dispensed; 	249.39;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	255;
2020-05-24; 	 14:54:01; 	g dispensed; 	978;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	255;
2020-05-24; 	 14:54:16; 	R dispensed; 	253.49;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	256;
2020-05-24; 	 14:54:16; 	g dispensed; 	994;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	256;
2020-05-24; 	 14:55:00; 	R dispensed; 	77.32;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	257;
2020-05-24; 	 14:55:00; 	g dispensed; 	303;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	257;
2020-05-24; 	 14:55:16; 	R dispensed; 	34.11;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	258;
2020-05-24; 	 14:55:16; 	g dispensed; 	134;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	258;
2020-05-24; 	 14:55:35; 	R dispensed; 	47.26;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	259;
2020-05-24; 	 14:55:35; 	g dispensed; 	185;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	259;
2020-05-24; 	 14:55:53; 	R dispensed; 	69.96;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	260;
2020-05-24; 	 14:55:53; 	g dispensed; 	274;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	260;
2020-05-24; 	 14:56:25; 	R dispensed; 	112.31;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	261;
2020-05-24; 	 14:56:25; 	g dispensed; 	440;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	261;
2020-05-24; 	 14:56:53; 	R dispensed; 	31.00;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	262;
2020-05-24; 	 14:56:53; 	g dispensed; 	122;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	262;
2020-05-24; 	 14:57:15; 	R dispensed; 	120.82;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	263;
2020-05-24; 	 14:57:15; 	g dispensed; 	474;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	263;
2020-05-24; 	 14:57:41; 	R dispensed; 	131.94;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	264;
2020-05-24; 	 14:57:41; 	g dispensed; 	517;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	264;
2020-05-24; 	 14:58:08; 	R dispensed; 	95.95;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	265;
2020-05-24; 	 14:58:08; 	g dispensed; 	376;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	265;
2020-05-24; 	 14:58:35; 	R dispensed; 	91.37;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	266;
2020-05-24; 	 14:58:35; 	g dispensed; 	358;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	266;
2020-05-24; 	 14:59:13; 	R dispensed; 	148.76;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	267;
2020-05-24; 	 14:59:13; 	g dispensed; 	583;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	267;
2020-05-24; 	 14:59:35; 	R dispensed; 	0;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	268;
2020-05-24; 	 14:59:35; 	g dispensed; 	0;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	268;
2020-05-24; 	 14:59:51; 	R dispensed; 	55.01;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	269;
2020-05-24; 	 14:59:51; 	g dispensed; 	216;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	269;
2020-05-24; 	 15:00:18; 	R dispensed; 	87.84;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	270;
2020-05-24; 	 15:00:18; 	g dispensed; 	344;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	270;
2020-05-24; 	 15:00:47; 	R dispensed; 	136.36;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	271;
2020-05-24; 	 15:00:47; 	g dispensed; 	535;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	271;
2020-05-24; 	 15:01:14; 	R dispensed; 	122.01;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	272;
2020-05-24; 	 15:01:14; 	g dispensed; 	478;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	272;
2020-05-24; 	 15:01:56; 	R dispensed; 	48.02;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	273;
2020-05-24; 	 15:01:56; 	g dispensed; 	188;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	273;
2020-05-24; 	 15:02:19; 	R dispensed; 	26.01;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	274;
2020-05-24; 	 15:02:19; 	g dispensed; 	102;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	274;
2020-05-24; 	 15:02:33; 	R dispensed; 	23.74;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	275;
2020-05-24; 	 15:02:33; 	g dispensed; 	93;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	275;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 15:07:36; 	R dispensed; 	35.19;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	276;
2020-05-24; 	 15:07:36; 	g dispensed; 	138;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	276;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 15:09:28; 	R dispensed; 	43.28;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	277;
2020-05-24; 	 15:09:28; 	g dispensed; 	170;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	277;
2020-05-24; 	 15:11:01; 	R dispensed; 	85.72;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	278;
2020-05-24; 	 15:11:01; 	g dispensed; 	336;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	278;
2020-05-24; 	 15:11:33; 	R dispensed; 	184.97;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	279;
2020-05-24; 	 15:11:33; 	g dispensed; 	725;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	279;
2020-05-24; 	 15:12:40; 	R dispensed; 	138.05;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	280;
2020-05-24; 	 15:12:40; 	g dispensed; 	541;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	280;
2020-05-24; 	 15:13:12; 	R dispensed; 	144.34;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	281;
2020-05-24; 	 15:13:12; 	g dispensed; 	566;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	281;
2020-05-24; 	 15:14:00; 	R dispensed; 	80.90;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	282;
2020-05-24; 	 15:14:00; 	g dispensed; 	317;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	282;
2020-05-24; 	 15:14:12; 	R dispensed; 	348.85;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	283;
2020-05-24; 	 15:14:12; 	g dispensed; 	1368;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	283;
2020-05-24; 	 15:14:39; 	R dispensed; 	159.81;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	284;
2020-05-24; 	 15:14:39; 	g dispensed; 	627;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	284;
2020-05-24; 	 15:15:01; 	R dispensed; 	138.46;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	285;
2020-05-24; 	 15:15:01; 	g dispensed; 	543;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	285;
2020-05-24; 	 15:15:34; 	R dispensed; 	265.05;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	286;
2020-05-24; 	 15:15:34; 	g dispensed; 	1039;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	286;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 15:23:29; 	R dispensed; 	0;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	287;
2020-05-24; 	 15:23:29; 	g dispensed; 	0;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	287;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 15:51:54; 	R dispensed; 	59.00;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	288;
2020-05-24; 	 15:51:54; 	g dispensed; 	231;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	288;
2020-05-24; 	 15:52:21; 	R dispensed; 	53.31;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	289;
2020-05-24; 	 15:52:21; 	g dispensed; 	209;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	289;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 15:54:13; 	R dispensed; 	51.64;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	290;
2020-05-24; 	 15:54:13; 	g dispensed; 	203;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	290;
2020-05-24; 	 15:54:26; 	R dispensed; 	44.22;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	291;
2020-05-24; 	 15:54:26; 	g dispensed; 	173;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	291;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 16:03:23; 	R dispensed; 	45.68;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	292;
2020-05-24; 	 16:03:23; 	g dispensed; 	179;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	292;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 16:05:10; 	R dispensed; 	72.54;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	293;
2020-05-24; 	 16:05:10; 	g dispensed; 	285;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	293;
2020-05-24; 	 16:05:35; 	R dispensed; 	0;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	294;
2020-05-24; 	 16:05:35; 	g dispensed; 	0;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	294;
2020-05-24; 	 16:05:47; 	R dispensed; 	0;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	295;
2020-05-24; 	 16:05:47; 	g dispensed; 	0;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	295;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 16:08:04; 	R dispensed; 	0;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	296;
2020-05-24; 	 16:08:04; 	g dispensed; 	0;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	296;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 16:09:53; 	R dispensed; 	0;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	297;
2020-05-24; 	 16:09:53; 	g dispensed; 	0;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	297;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 16:11:28; 	R dispensed; 	66.49;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	298;
2020-05-24; 	 16:11:28; 	g dispensed; 	261;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	298;
2020-05-24; 	 16:11:48; 	R dispensed; 	26.97;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	299;
2020-05-24; 	 16:11:48; 	g dispensed; 	106;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	299;
2020-05-24; 	 16:12:07; 	R dispensed; 	59.92;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	300;
2020-05-24; 	 16:12:07; 	g dispensed; 	235;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	300;
2020-05-24; 	 16:12:56; 	R dispensed; 	122.53;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	301;
2020-05-24; 	 16:12:56; 	g dispensed; 	481;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	301;
2020-05-24; 	 16:13:23; 	R dispensed; 	176.23;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	302;
2020-05-24; 	 16:13:23; 	g dispensed; 	691;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	302;
2020-05-24; 	 16:13:59; 	R dispensed; 	208.20;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	303;
2020-05-24; 	 16:13:59; 	g dispensed; 	817;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	303;
2020-05-24; 	 16:14:21; 	R dispensed; 	520.39;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	304;
2020-05-24; 	 16:14:21; 	g dispensed; 	2041;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	304;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 16:34:58; 	R dispensed; 	330.82;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	305;
2020-05-24; 	 16:34:58; 	g dispensed; 	1297;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	305;
2020-05-24; 	 16:35:29; 	R dispensed; 	104.15;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	306;
2020-05-24; 	 16:35:29; 	g dispensed; 	408;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	306;
2020-05-24; 	 16:35:54; 	R dispensed; 	116.00;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	307;
2020-05-24; 	 16:35:54; 	g dispensed; 	455;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	307;
2020-05-24; 	 16:36:15; 	R dispensed; 	130.65;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	308;
2020-05-24; 	 16:36:15; 	g dispensed; 	512;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	308;
2020-05-24; 	 16:36:36; 	R dispensed; 	99.93;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	309;
2020-05-24; 	 16:36:36; 	g dispensed; 	392;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	309;
2020-05-24; 	 16:36:59; 	R dispensed; 	110.10;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	310;
2020-05-24; 	 16:36:59; 	g dispensed; 	432;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	310;
2020-05-24; 	 16:37:24; 	R dispensed; 	115.58;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	311;
2020-05-24; 	 16:37:24; 	g dispensed; 	453;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	311;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 16:32:02; 	R dispensed; 	0;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	312;
2020-05-24; 	 16:32:02; 	g dispensed; 	0;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	312;
2020-05-24; 	 16:49:25; 	R dispensed; 	82.56;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	313;
2020-05-24; 	 16:49:25; 	g dispensed; 	324;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	313;
2020-05-24; 	 16:49:59; 	R dispensed; 	82.66;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	314;
2020-05-24; 	 16:49:59; 	g dispensed; 	324;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	314;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 16:50:39; 	R dispensed; 	0;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	315;
2020-05-24; 	 16:50:39; 	g dispensed; 	0;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	315;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
Date; 	Time; 	Message; 	Quantity; 	Unit; 	UID; 	Store; 	Location; 	Product; 	Transaction;
2020-05-24; 	 17:18:44; 	R dispensed; 	0;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	316;
2020-05-24; 	 17:18:44; 	g dispensed; 	0;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	316;
2020-05-25; 	 08:45:03; 	R dispensed; 	5.48;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	317;
2020-05-25; 	 08:45:03; 	g dispensed; 	22;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	317;
2020-05-25; 	 08:45:33; 	R dispensed; 	36.71;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	318;
2020-05-25; 	 08:45:33; 	g dispensed; 	144;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	318;
2020-05-25; 	 08:46:22; 	R dispensed; 	15.09;	 R; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	319;
2020-05-25; 	 08:46:22; 	g dispensed; 	59;	 g; 	cpt1nut1d1;	Nude Foods;	Cape Town;	Almonds-Raw;	319;
